label,text
0,yup. izzit still raining heavily cos i'm in e mrt i can't c outside.
0,dun b sad.. it's over.. dun thk abt it already. concentrate on ur other papers k.
1,u have won a nokia 6230 plus a free digital camera. this is what u get when u win our free auction. to take part send nokia to 83383 now. pobox114/14tcr/w1 16
0,"yep, by the pretty sculpture"
0,hi chachi tried calling u now unable to reach u .. pl give me a missed cal once u c tiz msg  kanagu
0,oops i thk i dun haf enuff... i go check then tell ü..
0,once free call me sir. i am waiting for you.
0,not getting anywhere with this damn job hunting over here!
0,"turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
0,thats cool. i want to please you...
0,hi here. have birth at on the  to  at 8lb 7oz. mother and baby doing brilliantly.
0,i will once i get home
1,buy space invaders 4 a chance 2 win orig arcade game console. press 0 for games arcade (std wap charge) see o2.co.uk/games 4 terms + settings. no purchase
0,yunny i'm walking in citylink now ü faster come down... me very hungry...
1,gent! we are trying to contact you. last weekends draw shows that you won a £1000 prize guaranteed. call 09064012160. claim code k52. valid 12hrs only. 150ppm
0,"u need my presnts always bcz u cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'that mns prabha is'love' got it. dont mis me...."
0,hi dis is yijue i would be happy to work wif ü all for gek1510...
0,oh yeah! and my diet just flew out the window
0,bishan lar nearer... no need buy so early cos if buy now i gotta park my car...
0,mm umma ask vava also to come tell him can play later together
1,you have won a guaranteed £200 award or even £1000 cashto claim ur award call free on 08000407165 (18+) 2 stop getstop on 88222 php
0,quite lor. but dun tell him wait he get complacent...
0,be sure to check your yahoo email. we sent photos yesterday
0,honey boo i'm missing u.
0,dunno dat's wat he told me. ok lor...
0,"love isn't a decision, it's a feeling. if we could decide who to love, then, life would be much simpler, but then less magical"
0,okay lor... wah... like that def they wont let us go... haha... what did they say in the terms and conditions?
0,i thank you so much for all you do with selflessness. i love you plenty.
0,u come n search tat vid..not finishd..
0,"i'm in a meeting, call me later at"
0,still i have not checked it da. . .
0,gud mrng dear hav a nice day
0,"feb  &lt;#&gt;  is ""i love u"" day. send dis to all ur ""valued frnds"" evn me. if 3 comes back u'll gt married d person u luv! if u ignore dis u will lose ur luv 4 evr"
1,i don't know u and u don't know me. send chat to 86688 now and let's find each other! only 150p/msg rcvd. hg/suite342/2lands/row/w1j6hl ldn. 18 years or over.
1,u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094599
0,"yup, no need. i'll jus wait 4 e rain 2 stop."
0,depends on where u going lor.
0,she's good. how are you. where r u working now
0,"sir, waiting for your mail."
0,"sorry, i'll call later"
0,"whatever, juliana. do whatever you want."
0,ok lor...
0,later i guess. i needa do mcat study too.
1,"smsservices. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with stop, no extra charge. help 08702840625.comuk. 220-cm2 9ae"
1,"mila, age23, blonde, new in uk. i look sex with uk guys. if u like fun with me. text mtalk to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. help08718728876"
1,"if you don't, your prize will go to another customer. t&c at www.t-c.biz 18+ 150p/min polo ltd suite 373 london w1j 6hl please call back if busy"
0,or ill be a little closer like at the bus stop on the same street
0,jay's getting really impatient and belligerent
0,he says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
0,and of course you should make a stink!
0,mode men or have you left.
1,"for your chance to win a free bluetooth headset then simply reply back with ""adp"""
0,"no! but we found a diff farm shop to buy some cheese. on way back now, can i call in?"
0,i dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
0,"i hope your alright babe? i worry that you might have felt a bit desparate when you learned the job was a fake ? i am here waiting when you come back, my love"
0,hey so this sat are we going for the intro pilates only? or the kickboxing too? 
0,his frens go then he in lor. not alone wif my mum n sis lor.
0,dip's cell dead. so i m coming with him. u better respond else we shall come back.
0,hey mate. spoke to the mag people. we‘re on.  the is deliver by the end of the month. deliver on the 24th sept. talk later. 
0,"babe, i need your advice"
0,k.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
0,just getting back home
0,"si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx"
0,hi! you just spoke to maneesha v. we'd like to know if you were satisfied with the experience. reply toll free with yes or no.
0,my uncles in atlanta. wish you guys a great semester.
0,"sorry my roommates took forever, it ok if i come by now?"
0,i dont thnk its a wrong calling between us
0,jay is snickering and tells me that x is totally fucking up the chords as we speak
0,an excellent thought by a misundrstud frnd: i knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( gn:-)
1,todays vodafone numbers ending with 4882 are selected to a receive a £350 award. if your number matches call 09064019014 to receive your £350 award.
1,you have won a guaranteed £1000 cash or a £2000 prize. to claim yr prize call our customer service representative on 08714712379 between 10am-7pm cost 10p
0,hi princess! thank you for the pics. you are very pretty. how are you?
0,"whatever, im pretty pissed off."
0,r u here yet? i'm wearing blue shirt n black pants.
0,on the way to office da..
0,hi good mornin.. thanku wish u d same..
0,k..k..i'm also fine:)when will you complete the course?
0,come to medical college at 7pm ......forward it da
0,v nice! off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. busy transcribing. :-)
0,ok . . now i am in bus. . if i come soon i will come otherwise tomorrow
1,free camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. call 08001950382 or call2optout/j mf
0,yo chad which gymnastics class do you wanna take? the site says christians class is full..
0,i cant wait to see you! how were the photos were useful? :)
1,you won't believe it but it's true. it's incredible txts! reply g now to learn truly amazing things that will blow your mind. from o2fwd only 18p/txt
0,k and you're sure i don't have to have consent forms to do it :v
0,aight well keep me informed
0,he didn't see his shadow. we get an early spring yay
0,yes princess! i want to make you happy...
1,you are awarded a sipix digital camera! call 09061221061 from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm. 16 . p p£3.99
0,are you there in room.
0,yes. it's all innocent fun. o:-)
0,full heat pa:-) i have applyed oil pa.
0,"gud gud..k, chikku tke care.. sleep well gud nyt"
0,or i go home first lar ü wait 4 me lor.. i put down my stuff first..
0,about  &lt;#&gt; bucks. the banks fees are fixed. better to call the bank and find out.
0,boo i'm on my way to my moms. she's making tortilla soup. yummmm
0,"my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was waiting on the sofa.. ... ..... ' naked...!"
0,my drive can only be read. i need to write
0,yes watching footie but worried we're going to blow it - phil neville?
1,dear 0776xxxxxxx u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688 150p/msgrcvdhg/suite342/2lands/row/w1j6hl ldn 18yrs 
0,"cool, i'll text you in a few"
0,1. tension face 2. smiling face 3. waste face 4. innocent face 5.terror face 6.cruel face 7.romantic face 8.lovable face 9.decent face  &lt;#&gt; .joker face.
1,sunshine quiz wkly q! win a top sony dvd player if u know which country liverpool played in mid week? txt ansr to 82277. £1.50 sp:tyrone
0,its worse if if uses half way then stops. its better for him to complete it.
0,no problem with the renewal. i.ll do it right away but i dont know his details.
0,no calls..messages..missed calls
0,speaking of does he have any cash yet?
0,can you do a mag meeting this avo at some point?
0,"tunde, how are you doing. this is just wishing you a great day. abiola."
0,after completed degree. there is no use in joining finance.
0,your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. not matured 8. stylish 9. simple pls reply..
1,"sunshine hols. to claim ur med holiday send a stamped self address envelope to drinks on us uk, po box 113, bray, wicklow, eire. quiz starts saturday! unsub stop"
0,have a good evening! ttyl
0,do you work all this week ?
0,yeah confirmed for you staying at  that weekend
0,okie
1,okmail: dear dave this is your final notice to collect your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm
0,k:)k.are you in college?
0,auntie huai juan never pick up her phone
0,he's in lag. that's just the sad part but we keep in touch thanks to skype
0,o. guess they both got screwd
0,hi..i got the money da:)
1,do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
0,check wid corect speling i.e. sarcasm
0,u buy newspapers already?
1,"this is the 2nd time we have tried 2 contact u. u have won the 750 pound prize. 2 claim is easy, call 08718726970 now! only 10p per min. bt-national-rate "
0,did u turn on the heater? the heater was on and set to &lt;#&gt; degrees.
0,hey i will be really pretty late... you want to go for the lesson first? i will join you. i'm only reaching tp mrt
0,"oh right, ok. i'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
0,wife.how she knew the time of murder exactly
0,never blame a day in ur life. good days give u happiness. bad days give u experience. both are essential in life! all are gods blessings! good morning.:
0,as usual u can call me ard 10 smth.
0,glad to see your reply.
1,from www.applausestore.com monthlysubscription@50p/msg max6/month t&csc web age16 2stop txt stop
0,ceri u rebel! sweet dreamz me little buddy!! c ya 2moro! who needs blokes
0,tmr then ü brin lar... aiya later i come n c lar... mayb ü neva set properly ü got da help sheet wif ü...
0,as in i want custom officer discount oh.
0,"haha yeah i see that now, be there in a sec"
0,"so check your errors and if you had difficulties, do correction."
0,"mum, i've sent you many many messages since i got here. i just want to know that you are actually getting them. do enjoy the rest of your day."
0,okie
0,"say this slowly.? god,i love you &amp; i need you,clean my heart with your blood.send this to ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
0,"hiya, sorry didn't hav signal. i haven't seen or heard from and neither has, which is unusual in itself! i'll put on the case and get him to sort it out! hugs and snogs."
0,i love to give massages. i use lots of baby oil... what is your fave position?
0,you stayin out of trouble stranger!!saw dave the other day hes sorted now!still with me bloke when u gona get a girl mr!ur mum still thinks we will get 2getha! 
0,dare i ask... any luck with sorting out the car?
1,"you are being contacted by our dating service by someone you know! to find out who it is, call from a land line 09050000878. pobox45w2tg150p"
0,"house-maid is the murderer, coz the man was murdered on  &lt;#&gt; th january.. as public holiday all govt.instituitions are closed,including post office..understand?"
0,ok lor... but buy wat?
0,"wat time liao, where still got."
0,bognor it is! should be splendid at this time of year.
1,"you've won tkts to the euro2004 cup final or £800 cash, to collect call 09058099801 b4190604, pobox 7876150ppm"
0,buy one egg for me da..please:)
0,don't forget though that i love you .... and i walk beside you. watching over you and keeping your heart warm.
0,do u konw waht is rael friendship im gving yuo an exmpel: jsut ese tihs msg.. evrey splleing of tihs msg is wrnog.. bt sitll yuo can raed it wihtuot ayn mitsake.. goodnight &amp; have a nice sleep..sweet dreams..
0,soon you will have the real thing princess! do i make you wet? :)
0,"sir, i am waiting for your call."
0,wat r u doing now?
0,you still at the game?
1,had your mobile 11 months or more? u r entitled to update to the latest colour mobiles with camera for free! call the mobile update co free on 08002986030
1,you have 1 new voicemail. please call 08719181503
0,"great. i'm in church now, will holla when i get out"
0,"k, can that happen tonight?"
0,dont let studying stress you out. l8r.
0,no but the bluray player can
0,missed your call cause i was yelling at scrappy. miss u. can't wait for u to come home. i'm so lonely today.
0,"don't think about ""what u have got"" think about ""how to use it that you have got"" good ni8"
0,eh sorry leh... i din c ur msg. not sad already lar. me watching tv now. u still in office?
0,"k, wait chikku..il send aftr  &lt;#&gt; mins"
1,text banneduk to 89555 to see! cost 150p textoperator g696ga 18+ xxx
0,don't make life too stressfull.. always find time to laugh.. it may not add years to your life! but surely adds more life to ur years!! gud ni8..swt dreams..
0,if you r @ home then come down within 5 min
0,its going good...no problem..but still need little experience to understand american customer voice...
0,"bill, as in: are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it."
1,valentines day special! win over £1000 in our quiz and take your partner on the trip of a lifetime! send go to 83600 now. 150p/msg rcvd. custcare:08718720201
0,mm i had my food da from out
1,"double mins and txts 4 6months free bluetooth on orange. available on sony, nokia motorola phones. call mobileupd8 on 08000839402 or call2optout/n9dx"
0,cheers for callin babe.sozi culdnt talkbut i wannatell u details later wenwecan chat properly x
0,our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
0,this phone has the weirdest auto correct.
0,"hey j! r u feeling any better, hopeso hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
0,"my fri ah... okie lor,goin 4 my drivin den go shoppin after tt..."
0,im gonna miss u so much
0,meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. also i don't think doug realizes i don't live here anymore
0,alrite
0,shhhhh nobody is supposed to know!
0,check with nuerologist.
0,"you might want to pull out more just in case and just plan on not spending it if you can, i don't have much confidence in derek and taylor's money management"
0,free any day but i finish at 6 on mon n thurs...
0,"me, i dont know again oh"
0,welp apparently he retired
0,"could you not read me, my love ? i answered you"
0,ard 6 like dat lor.
0,where wuld i be without my baby? the thought alone mite break me and i dont wanna go crazy but everyboy needs his lady xxxxxxxx
0,mmmm ... fuck ... not fair ! you know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* don't forget ... i know yours too *wicked smile*
0,reverse is cheating. that is not mathematics.
0,"sir, you will receive the account no another 1hr time. sorry for the delay."
0,now thats going to ruin your thesis!
0,its a laptop take it with you.
0,i didnt get anything da
0,"fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
0,"haha... sounds crazy, dunno can tahan anot..."
0,ok. not sure what time tho as not sure if can get to library before class. will try. see you at some point! have good eve.
0,s:)but he had some luck.2 catches put down:)
0,me i'm not workin. once i get job...
0,a pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. so catch the world with your smile..:) goodmorning &amp; have a smiley sunday..:)
1,you have 1 new message. please call 08715205273
0,"its ok chikku, and its my 1 of favourite song..:-)"
0,"sorry, i'll call later"
0,"miss ya, need ya, want ya, love ya."
0,gud mrng dear hav a nice day
0,meet you in corporation st outside gap … you can see how my mind is working!
0,say thanks2. 
0,"hey there babe, how u doin? wot u up 2 2nite love annie x."
0,k.k.this month kotees birthday know?
0,nice line said by a broken heart- plz don't cum 1 more times infront of me... other wise once again i ll trust u... good 9t:)
0,"yeah, where's your class at?"
0,"think i might have to give it a miss. am teaching til twelve, then have lecture at two. damn this working thing."
0,"the last thing i ever wanted to do was hurt you. and i didn't think it would have. you'd laugh, be embarassed, delete the tag and keep going. but as far as i knew, it wasn't even up. the fact that you even felt like i would do it to hurt you shows you really don't know me at all. it was messy wednesday, but it wasn't bad. the problem i have with it is you have the time to clean it, but you choose not to. you skype, you take pictures, you sleep, you want to go out. i don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. you used to be good about at least making the bed."
0,"sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish. as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there. she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife, my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was waiting on the sofa.. ... ..... ' naked...!"
0,yup. thk of u oso boring wat.
0,i am 6 ft. we will be a good combination!
0,"i have 2 sleeping bags, 1 blanket and paper and  phone details. anything else?"
0,getting tickets 4 walsall tue 6 th march. my mate is getting me them on sat. ill pay my treat. want 2 go. txt bak .terry
0,alex knows a guy who sells mids but he's down in south tampa and i don't think i could set it up before like 8
0,it didnt work again oh. ok goodnight then. i.ll fix and have it ready by the time you wake up. you are very dearly missed have a good night sleep.
0,"yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
1,"want to funk up ur fone with a weekly new tone reply tones2u 2 this text. www.ringtones.co.uk, the original n best. tones 3gbp network operator rates apply"
1,refused a loan? secured or unsecured? can't get credit? call free now 0800 195 6669 or text back 'help' & we will!
0,aiyah u did ok already lar. e nydc at wheellock?
0,lol what happens in vegas stays in vegas
0,"rose for red,red for blood,blood for heart,heart for u. but u for me.... send tis to all ur friends.. including me.. if u like me.. if u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
1,congratulations you've won. you're a winner in our august £1000 prize draw. call 09066660100 now. prize code 2309.
0,"waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,zindgi wo nahi he jo hum sochte hai zindgi wo hai jo ham jeetey hai.........."
0,its hard to believe things like this. all can say lie but think twice before saying anything to me.
0,are we doing the norm tomorrow? i finish just a 4.15 cos of st tests. need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
0,change windows logoff sound..
1,call 09090900040 & listen to extreme dirty live chat going on in the office right now total privacy no one knows your [sic] listening 60p min 24/7mp 0870753331018+
1,"urgent! call 09066612661 from landline. your complementary 4* tenerife holiday or £10,000 cash await collection sae t&cs po box 3 wa14 2px 150ppm 18+ sender: hol offer"
0, &lt;#&gt;  in mca. but not conform.
0,"hmm ok, i'll stay for like an hour cos my eye is really sore!"
0,"sorry, i'll call later"
0,po de :-):):-):-):-). no need job aha.
0,congrats kano..whr s the treat maga?
0,hi this is yijue... it's regarding the 3230 textbook it's intro to algorithms second edition... i'm selling it for $50...
0,yar but they say got some error.
0,u in town alone?
1,urgent! we are trying to contact you. last weekends draw shows that you have won a £900 prize guaranteed. call 09061701939. claim code s89. valid 12hrs only
0,are you up for the challenge? i know i am :)
0,nothing spl..wat abt u and whr ru?
0,they just talking thats it de. they wont any other.
0,great! i shoot big loads so get ready!
0,whom you waited for yesterday
0,lol ... i knew that .... i saw him in the dollar store
0,ha... then we must walk to everywhere... cannot take tram. my cousin said can walk to vic market from our hotel 
0,den wat will e schedule b lk on sun?
0,okay... we wait ah
0,havent mus ask if u can 1st wat. of meet 4 lunch den u n him meet can already lor. or u wan 2 go ask da ge 1st then confirm w me asap?
0,"tonight? yeah, i'd be down for that"
0,are there ta jobs available? let me know please cos i really need to start working
1,married local women looking for discreet action now! 5 real matches instantly to your phone. text match to 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx
0,i not busy juz dun wan 2 go so early.. hee.. 
0,waiting in e car 4 my mum lor. u leh? reach home already?
0,"that day ü say ü cut ur hair at paragon, is it called hair sense? do ü noe how much is a hair cut? "
1,please call 08712402779 immediately as there is an urgent message waiting for you
0,yeah imma come over cause jay wants to do some drugs
0,this pen thing is beyond a joke. wont a biro do? don't do a masters as can't do this ever again! 
0,"japanese proverb: if one can do it, u too can do it, if none can do it,u must do it indian version: if one can do it, let him do it.. if none can do it,leave it!! and finally kerala version: if one can do it, stop him doing it.. if none can do it, make a strike against it ..."
0,k k:) sms chat with me.
0,well. you know what i mean. texting
0,hi babe u r most likely to be in bed but im so sorry about tonight! i really wanna see u tomorrow so call me at 9. love me xxx
0,the evo. i just had to download flash. jealous?
0,can i meet ü at 5.. as 4 where depends on where ü wan 2 in lor..
0,"lemme know when i can swing by and pick up, i'm free basically any time after 1 all this semester"
0,right it wasnt you who phoned it was someone with a number like yours!
0,"uncle g, just checking up on you. do have a rewarding month"
0,call him and say you not coming today ok and tell them not to fool me like this ok
0,don no da:)whats you plan?
0,my uncles in atlanta. wish you guys a great semester.
1,"urgent, important information for o2 user. today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting for you"
1,gent! we are trying to contact you. last weekends draw shows that you won a £1000 prize guaranteed. call 09064012160. claim code k52. valid 12hrs only. 150ppm 
0,i walked an hour 2 c u! doesnt that show i care y wont u believe im serious?
0,"hi. hope ur day * good! back from walk, table booked for half eight. let me know when ur coming over."
0,u still going to the mall?
